year,Moscow,London,Madrid,Barcelona,Saint Petersburg,Berlin,Rome,Athens,Milan,Stuttgart,Frankfurt,Lisbon,Katowice,Kyiv,Vienna,Mannheim,Birmingham,Naples,Manchester,Bucharest,Minsk,Hamburg,Brussels,Essen,Warsaw,Budapest,Turin,Leeds,Florence,Kharkiv,The Hague,Novosibirsk,Porto,Yekaterinburg,Sheffield,Nizhniy Novgorod,Duisburg,Munich,Stockholm,Geneva,Dusseldorf,Sevilla,Sofia,Prague,Glasgow,Samara,Omsk,Helsinki,Kazan',Zurich,Belgrade,Chelyabinsk,Copenhagen,Dublin,Rostov-na-Donu,Dnipro,Amsterdam,Ufa,Rotterdam,Cologne,Tirana,Riga,Zagreb,Sarajevo,Chisinau,Vilnius,Skopje,Bratislava,Tallinn,Valletta,Ljubljana,Bern,Reykjavik,Podgorica,Luxembourg,Andorra la Vella,Monaco,Vaduz,San Marino,Perm',Odesa,Donets'k,Volgograd,Salerno,Krasnoyarsk,Antwerp,Newcastle upon Tyne,Bilbao,Palermo,Caerdydd,Voronezh,Saratov,Basel,Thessaloniki,Braga,Nottingham,Liverpool,Valencia,L'viv,Zaporizhzhya,Wuppertal,Saarbrucken,Lodz,Krakow,Liege,Gdansk,Nuremberg,Bremen,Hannover,Tol'yatti,Bonn,Catania,Bytom,Kryvyy Rih,Krasnodar,Zaragoza,Genoa,Ul'yanovsk,Utrecht,Wroclaw,Izhevsk,Poznan,Southend-on-Sea,Dresden,Wiesbaden,Yaroslavl',Barnaul,Dortmund,Vladivostok,Irkutsk,Khabarovsk,Makhachkala,Bristol,Orenburg,Malaga,Leipzig,Novokuznetsk,Goteborg
1990,5.88254794520548,11.002301369863014,15.076767123287672,16.056356164383565,5.363616438356164,10.21019178082192,15.480547945205478,17.79057534246575,13.345945205479453,9.84758904109589,10.453260273972601,16.4572602739726,9.211123287671233,8.851479452054795,10.508027397260273,10.921890410958905,10.575315068493158,16.702109589041093,9.540767123287672,11.984575342465755,7.196164383561645,9.900712328767124,10.973260273972603,10.695698630136985,9.34923287671233,10.76731506849315,12.010931506849314,9.615698630136986,12.95550684931507,8.500356164383563,11.168986301369863,2.4952328767123286,15.723150684931506,2.823972602739726,9.583616438356165,5.065780821917808,10.943123287671234,8.82986301369863,7.679041095890411,9.28317808219178,10.852082191780822,18.72468493150685,9.273205479452056,9.601424657534245,9.147917808219178,5.645232876712329,3.1568493150684933,6.145452054794521,4.5757808219178076,9.683068493150683,12.805780821917807,3.4717534246575346,9.535123287671231,10.157616438356165,10.500438356164382,9.864575342465752,10.860493150684931,4.425753424657534,10.992575342465754,10.786712328767122,14.278054794520548,8.155041095890411,11.813479452054795,8.441095890410958,11.17331506849315,7.549643835616438,12.272054794520546,10.818630136986302,6.817616438356165,19.54917808219178,9.737260273972602,8.740684931506848,3.8696438356164387,12.73167123287671,9.817342465753425,5.399424657534246,14.372520547945204,5.252794520547945,13.770657534246578,3.035808219178082,11.716082191780822,9.074410958904108,9.113589041095889,15.610109589041098,2.1267397260273966,11.147835616438357,10.046273972602739,13.733342465753426,17.5926301369863,11.016904109589042,7.493561643835616,6.8881643835616435,10.113534246575343,15.637643835616437,14.706246575342465,10.472000000000001,10.607534246575343,17.550356164383558,8.94695890410959,10.590876712328766,10.125150684931508,10.221506849315068,9.193205479452054,8.804328767123287,10.148712328767122,9.3193698630137,9.32608219178082,10.164657534246576,10.196931506849316,5.485945205479452,10.513479452054794,17.922219178082194,9.191671232876713,10.106602739726027,12.510767123287671,15.653260273972602,13.768575342465756,5.503424657534248,10.798958904109588,10.00750684931507,3.6044931506849314,9.716054794520549,11.36476712328767,9.305041095890411,10.083123287671233,4.743123287671232,3.6706027397260272,10.344246575342465,6.120219178082192,1.6121643835616446,3.1664931506849325,12.258931506849315,10.963397260273972,5.554054794520548,17.10958904109589,10.322821917808218,2.9454520547945204,8.666136986301371
1991,5.7463561643835614,9.671068493150687,14.30608219178082,15.274821917808223,5.106794520547945,8.991287671232877,14.80550684931507,16.746,13.04682191780822,8.855917808219179,9.392109589041096,15.956219178082193,8.00504109589041,7.811506849315068,9.176602739726027,9.909506849315068,9.233452054794524,15.848958904109589,8.558849315068494,10.377753424657532,6.287972602739725,8.583780821917808,9.756931506849316,9.47717808219178,8.122136986301369,9.64208219178082,11.363506849315069,8.5426301369863,12.146493150684933,7.636794520547944,9.802575342465754,1.8547397260273977,15.049616438356164,3.172986301369864,8.455890410958903,5.2860000000000005,9.732931506849315,7.918164383561644,6.701068493150686,8.762438356164383,9.639369863013698,17.99909589041096,8.087506849315067,8.296876712328766,8.52890410958904,5.574082191780821,2.546931506849316,5.725780821917808,4.706493150684932,8.84013698630137,11.329369863013698,3.6992328767123293,8.240438356164383,9.522794520547945,9.8346301369863,8.877561643835616,9.580602739726027,4.744191780821917,9.60668493150685,9.531424657534247,13.16860273972603,7.440410958904108,10.68682191780822,7.0184931506849315,9.323863013698631,6.736383561643835,10.721561643835615,9.499178082191781,6.377452054794521,18.678794520547946,8.766356164383561,7.900931506849315,4.654054794520548,11.66254794520548,8.801452054794522,4.534986301369863,13.653999999999998,4.461890410958905,12.865753424657534,3.231342465753424,10.499287671232878,8.335287671232877,8.910739726027396,14.832465753424659,1.010000000000001,9.872602739726029,8.983232876712329,12.710767123287672,16.711150684931507,9.719013698630139,7.168821917808219,6.686082191780821,9.354630136986302,14.342246575342466,14.088575342465754,9.189150684931507,9.600383561643836,16.79635616438357,7.700246575342466,9.708876712328767,8.957780821917808,9.27531506849315,7.916191780821918,7.659890410958903,9.094027397260275,7.955890410958904,8.354328767123288,8.946,8.898027397260275,5.50282191780822,9.257643835616438,17.004931506849314,7.961041095890412,9.25482191780822,11.695561643835617,14.850027397260275,13.06821917808219,5.478904109589042,9.532575342465753,8.53331506849315,3.8743561643835607,8.386465753424657,10.109753424657534,7.9853424657534235,8.961232876712328,4.827424657534246,2.9670410958904103,9.117452054794521,5.951835616438356,-0.20309589041095888,1.8993698630137001,11.83649315068493,9.646383561643836,5.68476712328767,16.346328767123286,9.045671232876712,2.0125479452054797,7.630794520547945
1992,5.405546448087432,10.185901639344262,14.244043715846994,15.282267759562847,5.02172131147541,9.97379781420765,15.500327868852457,16.785273224043717,13.192295081967211,9.798142076502733,10.126775956284153,15.762540983606558,9.142322404371583,8.10636612021858,10.822786885245902,10.574071038251367,9.60685792349727,16.623442622950822,8.918032786885245,11.569672131147541,6.526994535519126,9.600573770491804,10.475027322404372,10.337459016393442,8.808606557377049,11.146420765027322,11.672841530054646,8.907459016393442,13.035081967213115,7.512349726775955,10.737295081967215,1.8091530054644804,14.768224043715847,1.7291530054644813,8.868770491803279,4.718333333333335,10.584207650273223,9.336939890710381,7.080792349726775,9.20762295081967,10.489344262295083,18.073661202185797,8.856338797814209,9.554016393442625,8.584699453551913,4.734726775956283,1.5678688524590167,5.876885245901639,3.9470491803278684,9.574262295081967,12.838825136612023,2.3531967213114755,9.004644808743171,9.603797814207649,9.133087431693989,8.487513661202186,10.544398907103824,3.6807923497267763,10.633333333333335,10.404398907103824,13.791229508196722,7.719371584699453,12.110054644808743,7.972267759562842,9.815245901639344,7.011693989071038,11.866311475409836,11.003415300546449,6.581065573770492,18.94754098360656,10.03327868852459,8.658087431693989,3.7836338797814206,12.1225956284153,9.572650273224044,4.558060109289618,14.158879781420763,5.281120218579235,13.677650273224044,1.7624590163934424,10.577568306010928,7.623606557377048,8.135491803278688,15.57879781420765,1.5819945355191254,10.723087431693989,9.207267759562843,12.79866120218579,17.17827868852459,10.08928961748634,6.6896994535519125,5.9262021857923495,9.87724043715847,14.992568306010929,13.602595628415301,9.586748633879782,9.896475409836068,16.961803278688528,8.21704918032787,9.159016393442622,9.821120218579233,10.040546448087433,8.77153005464481,8.651010928961748,9.792459016393442,8.596448087431694,9.284590163934427,9.933142076502733,9.890983606557379,4.733224043715846,10.142540983606558,17.272131147540986,9.099453551912568,8.951639344262295,11.23431693989071,14.740655737704916,13.643224043715847,4.829426229508196,10.512568306010929,9.663169398907105,2.6940437158469948,9.352568306010928,10.554781420765028,9.088469945355191,9.826803278688523,4.290573770491804,3.4292349726775955,10.02084699453552,6.060846994535518,0.727622950819672,2.128251366120219,10.735000000000001,10.028879781420764,4.39379781420765,16.378251366120217,10.02467213114754,2.7281693989071036,8.074234972677596
1993,4.253369863013698,9.97068493150685,13.690301369863013,15.07380821917809,3.973013698630137,8.897479452054794,15.294794520547946,17.397287671232878,13.261232876712329,9.127424657534247,9.616,15.571260273972603,8.36950684931507,7.0511780821917815,9.638794520547945,10.181342465753424,9.252219178082203,16.400520547945206,8.503808219178083,10.758301369863013,5.431698630136986,8.381424657534247,10.104027397260275,9.619616438356164,8.02813698630137,10.278958904109588,11.566246575342467,8.436383561643835,12.940575342465753,6.281013698630138,9.998575342465754,1.0459726027397256,14.63854794520548,1.1766849315068504,8.363397260273974,3.7532876712328767,9.915123287671234,8.769753424657534,6.201068493150686,8.817260273972604,9.863616438356164,17.442767123287673,9.162273972602739,8.659150684931507,8.259479452054794,3.582027397260274,1.0096986301369861,4.972602739726027,2.953698630136986,9.37545205479452,11.821123287671233,1.6634794520547944,7.799369863013698,9.418438356164385,8.410054794520548,7.495452054794521,9.699753424657533,2.538547945205479,9.92109589041096,9.768027397260274,13.807945205479454,6.5006301369863,11.186328767123287,7.714767123287671,9.209534246575343,5.8669315068493155,11.816301369863012,9.910931506849314,5.275753424657535,19.084602739726026,9.541260273972602,8.393863013698631,3.979041095890411,12.4252602739726,9.09454794520548,4.664164383561644,13.826876712328765,5.04158904109589,13.585698630136985,1.5817260273972595,9.90868493150685,6.989726027397261,6.97386301369863,15.4592602739726,1.3600000000000003,10.245095890410958,8.804,12.755890410958903,17.251287671232873,9.875534246575343,5.699315068493152,4.7926301369863005,9.573068493150686,15.297013698630137,13.443260273972603,9.153534246575342,9.482849315068494,16.659150684931515,7.661178082191781,8.342520547945206,9.133013698630137,9.652986301369863,7.7722191780821905,8.126547945205479,9.353205479452056,7.6138082191780825,8.827479452054794,8.75172602739726,8.774958904109589,3.5558082191780818,9.496109589041096,17.562739726027395,8.303287671232876,8.011945205479451,10.37090410958904,14.630794520547944,13.386054794520547,3.5604383561643833,9.713999999999999,8.884931506849314,2.071698630136987,8.4213698630137,10.309643835616438,8.23868493150685,9.273698630136987,3.4003013698630142,1.9225753424657537,9.21109589041096,5.730410958904109,0.7987945205479454,2.3372328767123296,10.40295890410959,9.857150684931506,3.2967123287671236,16.07597260273973,9.02221917808219,1.3998904109589043,7.057452054794521
1994,4.316,10.835643835616438,15.359917808219178,16.181479452054788,4.280246575342465,10.046493150684931,16.21041095890411,18.07350684931507,14.238575342465753,10.71304109589041,10.764849315068494,16.066794520547944,9.623643835616438,8.211205479452055,11.21309589041096,11.339342465753424,10.097369863013705,17.14854794520548,9.225205479452056,12.823863013698631,6.09523287671233,9.67723287671233,11.145068493150685,10.819260273972603,9.123397260273972,11.731753424657535,12.609424657534248,9.157643835616438,13.804109589041095,7.371780821917808,10.93613698630137,1.83304109589041,14.95295890410959,1.8134246575342472,9.137369863013697,3.440876712328767,11.056602739726028,10.339150684931507,6.525205479452055,10.131068493150686,11.01594520547945,18.679698630136986,10.382383561643836,10.000438356164382,8.653123287671232,4.015260273972603,1.434876712328767,4.812794520547945,2.9598630136986306,10.587753424657537,13.355424657534245,2.1837260273972614,8.911178082191782,9.754712328767123,9.83295890410959,8.77772602739726,10.662849315068494,2.9779452054794526,10.83441095890411,10.965835616438355,14.862301369863015,6.6752602739726035,12.498794520547944,8.854027397260275,10.986301369863014,6.599452054794521,13.186438356164384,11.450849315068497,5.401150684931507,19.606328767123287,10.85054794520548,9.70986301369863,3.431178082191781,13.417369863013699,10.28454794520548,5.877999999999999,14.69345205479452,6.714383561643835,14.361808219178084,1.7214794520547947,11.621945205479452,8.35690410958904,7.741863013698629,16.09545205479452,1.3339178082191778,11.207698630136987,9.479671232876711,13.548219178082192,17.98065753424658,10.536575342465754,5.8287671232876725,5.108246575342466,10.83372602739726,16.197260273972603,13.89041095890411,9.995260273972603,10.141808219178083,17.97682191780823,9.144876712328767,9.569479452054793,10.330657534246575,10.79449315068493,9.159178082191781,9.277397260273972,10.526246575342466,8.395780821917809,10.191479452054795,9.997917808219178,10.061397260273973,3.955890410958903,10.726027397260275,18.319753424657538,9.571041095890411,9.705123287671233,12.1913698630137,16.29082191780822,14.202876712328765,3.8608493150684926,10.692657534246575,9.967205479452055,2.054712328767124,9.490465753424656,11.131643835616437,9.50791780821918,10.44068493150685,3.266493150684932,3.1593424657534235,10.440493150684931,6.219945205479451,0.7349315068493147,1.7663287671232877,11.281369863013698,10.611643835616437,3.620630136986302,17.1672602739726,10.356986301369863,2.5370684931506853,7.7668767123287665
1995,6.213315068493152,10.880356164383562,16.08786301369863,15.989506849315074,5.231205479452054,9.32405479452055,15.233205479452055,17.567835616438355,13.242410958904108,9.492191780821917,10.001041095890411,17.127698630136987,8.549013698630137,8.22109589041096,10.053452054794521,10.44046575342466,10.409780821917817,16.220356164383563,9.609917808219178,11.275671232876713,6.469013698630137,9.087671232876712,10.931397260273974,10.439287671232876,8.34041095890411,10.569808219178082,11.836657534246577,9.602438356164384,12.753643835616439,8.236328767123288,10.770438356164385,3.0929589041095893,16.248712328767123,4.28931506849315,9.496821917808218,5.953671232876712,10.72682191780822,8.985479452054795,6.248739726027397,9.001123287671232,10.673452054794518,19.82854794520548,8.781972602739726,8.97523287671233,8.99282191780822,7.3241369863013706,3.4824383561643826,5.591698630136986,5.821534246575341,9.509890410958905,12.095041095890412,4.924136986301369,8.473671232876711,10.289315068493151,10.883890410958903,9.312986301369863,10.436054794520548,5.674821917808219,10.65994520547945,10.607397260273974,13.57950684931507,7.256657534246575,11.489205479452053,7.541205479452055,9.696328767123287,6.762164383561644,11.446904109589044,10.31591780821918,6.259698630136986,18.939260273972604,9.721260273972602,8.537397260273972,3.2977808219178084,12.087616438356166,9.77964383561644,5.224958904109589,14.016657534246574,5.14945205479452,13.341178082191783,4.002191780821918,10.745123287671234,9.16172602739726,10.312191780821918,15.1993698630137,2.6336438356164376,11.056657534246575,9.845917808219177,13.867917808219177,17.25397260273973,10.913260273972604,7.97013698630137,7.9639999999999995,9.66531506849315,15.207013698630135,15.304876712328769,10.260630136986302,10.569315068493152,18.021287671232887,8.043698630136985,10.062520547945205,9.915178082191781,10.145232876712328,8.367178082191781,8.228821917808219,10.116136986301369,8.04608219178082,8.926849315068493,9.483095890410958,9.499616438356165,7.188739726027397,10.32564383561644,17.52117808219178,8.509013698630136,9.564,12.723671232876711,16.501890410958904,13.417287671232875,6.806109589041097,10.461452054794522,9.210301369863014,4.79695890410959,8.82454794520548,11.149506849315067,8.647534246575344,9.714054794520548,5.2654794520547945,3.887753424657535,10.02695890410959,6.288164383561645,1.2707945205479458,2.7472876712328773,12.446109589041095,10.894082191780821,7.206246575342466,17.43715068493151,9.481753424657535,3.3216986301369866,7.594904109589042
1996,4.8298633879781425,9.555081967213114,14.990573770491803,15.519016393442618,3.9253825136612024,7.416994535519126,15.263524590163936,17.18390710382514,13.195983606557375,7.921393442622952,8.282267759562842,16.08948087431694,7.055081967213114,7.0443442622950805,8.350163934426229,8.803661202185793,9.126010928961744,16.127896174863388,8.420081967213115,10.773224043715848,4.877185792349727,7.198497267759562,9.030136612021858,8.478415300546448,7.114426229508197,9.285901639344264,11.228005464480875,8.398196721311475,12.683060109289617,6.8249453551912564,8.86704918032787,0.023579234972677894,14.992759562841531,1.8112841530054644,8.25896174863388,4.211502732240437,8.74325136612022,7.6006010928961745,5.504617486338798,8.342486338797812,8.730573770491803,18.696639344262298,8.58087431693989,7.242213114754098,8.305819672131147,4.037213114754099,0.2500273224043722,4.194207650273224,3.2185245901639346,8.465300546448086,11.415573770491804,2.176502732240437,6.963333333333335,9.335218579234972,9.315437158469946,8.26292349726776,8.51532786885246,2.8399180327868856,8.777677595628415,8.675792349726775,13.800956284153004,5.668879781420765,10.223825136612023,7.234726775956283,8.871994535519125,5.204289617486339,11.646256830601093,8.919672131147541,4.750136612021858,18.77256830601093,8.377759562841531,7.715737704918033,4.561857923497268,12.204016393442624,8.081420765027323,4.543989071038252,13.6351912568306,4.525191256830601,13.15756830601093,1.6523770491803287,10.037459016393443,7.980710382513661,7.197950819672131,15.101612021857923,-0.7266393442622958,9.133032786885245,9.019043715846994,13.091967213114753,17.03046448087432,9.505928961748634,5.946284153005465,4.909016393442623,8.567704918032787,14.824098360655737,13.940874316939892,9.116584699453552,9.324508196721311,17.480819672131155,6.677704918032787,9.21275956284153,8.036612021857923,8.57191256830601,6.916830601092896,6.709426229508197,8.281502732240437,6.421120218579235,7.3307650273224025,7.636475409836065,7.447103825136612,4.028524590163935,8.384617486338799,17.253579234972676,7.001366120218579,8.676530054644807,11.76153005464481,15.474972677595629,12.970546448087433,3.9081147540983614,8.533360655737704,7.430792349726776,2.39688524590164,7.1949726775956275,9.802322404371584,6.751939890710383,7.981584699453553,3.6981967213114753,1.0466939890710374,8.078770491803278,5.534863387978142,-0.7725136612021855,1.607622950819673,11.779398907103825,9.477404371584699,3.6027595628415305,16.612513661202186,7.475683060109289,0.5863114754098364,6.294699453551913
1997,4.6794246575342475,10.98772602739726,15.666356164383563,16.377698630136987,4.459671232876712,9.318027397260273,15.968054794520548,16.947835616438358,14.195753424657534,9.510328767123287,9.958082191780822,17.107287671232875,8.172630136986301,7.255068493150684,9.485315068493152,10.336520547945206,10.485753424657537,16.67808219178082,9.797232876712329,10.57090410958904,5.7216438356164385,9.054931506849316,10.645315068493153,10.116931506849316,8.107068493150685,10.08235616438356,12.687479452054795,9.719917808219178,13.576794520547944,6.685369863013698,10.436438356164384,2.5814794520547943,16.114164383561643,1.9179999999999993,9.643671232876711,3.890794520547945,10.36268493150685,9.027616438356164,6.798958904109589,9.53468493150685,10.302630136986302,19.453753424657535,8.387698630136986,8.601917808219177,9.51882191780822,4.530301369863013,2.6516712328767125,5.511095890410958,3.2722191780821923,9.701616438356165,11.578136986301372,2.963917808219179,8.497260273972604,10.427369863013698,8.618794520547945,7.8573150684931505,10.206849315068494,3.6476986301369867,10.413424657534247,10.285397260273973,13.912273972602739,7.0304383561643835,11.242191780821917,7.865753424657535,9.070849315068493,6.283287671232877,11.421808219178082,9.898301369863013,6.097452054794521,19.197369863013694,9.567232876712328,8.884575342465755,4.728356164383562,12.374849315068492,9.508000000000001,6.04717808219178,14.595945205479453,5.921013698630137,14.081753424657535,1.6713150684931508,9.85232876712329,7.253726027397261,7.852219178082193,15.639917808219177,2.187479452054795,10.752027397260273,10.128657534246576,14.217479452054794,17.597506849315067,10.680054794520549,6.1801369863013695,5.737479452054795,9.795369863013699,14.925424657534249,15.001479452054795,10.43290410958904,10.639890410958904,18.10736986301369,7.528602739726027,8.576493150684932,9.671698630136987,10.083479452054796,8.004383561643836,7.828301369863014,9.90690410958904,8.089945205479452,8.91331506849315,9.432082191780824,9.374849315068492,4.428301369863013,10.069698630136985,17.484575342465753,8.139506849315069,8.354849315068492,11.060904109589043,16.182164383561645,13.93254794520548,4.313369863013699,10.246630136986303,8.779726027397261,2.2010958904109588,8.684328767123286,11.17578082191781,8.540246575342465,9.638767123287671,3.4850136986301377,4.249342465753425,9.803232876712329,5.546301369863014,1.7232602739726028,2.3144931506849313,11.464876712328765,10.729068493150685,4.78731506849315,17.346849315068493,9.407342465753425,3.706630136986301,7.796465753424657
1998,4.479808219178082,10.758109589041096,15.067397260273973,16.029698630136973,4.014,9.622465753424658,15.729780821917805,17.686575342465755,13.952520547945205,9.526164383561643,10.059698630136987,16.30712328767123,8.898575342465753,7.890191780821918,10.288657534246576,10.502246575342465,10.260191780821911,16.509616438356165,9.563561643835616,11.542246575342466,5.877753424657534,9.169397260273973,10.54682191780822,10.17972602739726,8.380109589041096,10.428027397260273,12.352904109589039,9.500739726027396,13.371917808219179,7.693561643835616,10.698520547945204,1.0514246575342467,15.431835616438356,1.9062739726027393,9.416657534246575,4.0683561643835615,10.432849315068493,9.256684931506848,6.13,8.864986301369864,10.327397260273973,18.98958904109589,9.18323287671233,9.586054794520548,9.143397260273973,5.087068493150684,1.4033150684931508,4.911506849315068,3.5130958904109595,9.660876712328768,12.324219178082192,3.2014520547945207,8.279506849315068,10.24786301369863,10.455808219178083,9.322301369863013,10.37454794520548,3.9548767123287663,10.557561643835617,10.250493150684932,14.181205479452053,6.6490684931506845,11.44035616438356,7.942356164383562,10.006849315068493,6.471863013698631,11.8673698630137,10.727013698630136,5.490849315068493,18.937068493150687,9.753205479452054,8.589643835616437,4.287945205479452,12.739863013698631,9.372054794520547,5.260301369863013,14.189643835616437,5.1917260273972605,14.138082191780821,1.9319726027397257,11.119315068493151,8.973068493150684,8.570876712328767,15.514849315068494,0.8251506849315065,10.72372602739726,9.75441095890411,13.415013698630135,17.18950684931507,10.640821917808218,6.447424657534246,6.0832054794520545,9.774575342465754,15.611698630136987,14.423452054794522,10.167342465753425,10.507397260273972,17.79761643835616,8.087506849315067,10.136849315068494,9.627671232876713,9.817287671232876,8.467205479452055,8.665479452054797,9.734712328767124,7.967506849315069,9.128794520547945,9.588602739726026,9.625780821917807,4.970739726027397,10.04304109589041,17.76208219178082,8.84372602739726,9.708328767123287,12.862849315068495,15.652657534246575,13.721917808219178,4.715589041095891,10.325178082191782,9.401479452054794,2.787945205479452,9.108849315068493,11.012712328767124,8.960739726027397,9.753013698630138,3.579150684931508,2.5696438356164384,9.89109589041096,6.230849315068494,0.6023287671232871,2.5579999999999994,12.283150684931508,10.61013698630137,5.4555342465753425,17.018109589041096,9.885945205479452,2.06758904109589,7.3152328767123285
1999,6.092986301369863,11.143972602739726,15.009835616438357,15.94712328767124,5.201506849315069,10.300958904109589,15.855917808219179,18.302986301369863,13.987616438356167,9.774794520547944,10.564684931506848,16.026438356164384,9.478301369863015,9.034602739726028,10.225095890410959,10.858630136986301,10.585452054794533,16.73764383561644,9.871041095890412,12.324767123287671,7.296630136986301,9.937342465753424,11.108328767123288,10.87068493150685,9.240410958904109,10.62331506849315,12.254602739726028,9.809205479452055,13.616712328767123,9.140219178082193,11.271232876712329,1.9579178082191777,14.976931506849317,2.146438356164383,9.75791780821918,5.166876712328767,11.131506849315068,9.109479452054794,7.250767123287671,9.031671232876713,11.040630136986302,18.784794520547944,9.649808219178084,9.683041095890411,9.171397260273972,5.780630136986302,2.5544109589041093,5.728493150684931,4.1041917808219175,9.536767123287671,12.37668493150685,2.9003287671232876,8.927534246575343,10.167616438356164,11.207643835616437,10.461013698630136,10.935890410958905,4.359808219178082,11.094000000000001,10.991150684931506,14.575808219178082,7.780054794520549,11.522082191780823,8.420383561643837,10.850027397260275,7.482054794520548,12.288794520547945,10.517972602739725,6.480438356164384,19.327260273972605,9.56345205479452,8.634164383561645,3.9494794520547942,13.24550684931507,9.934630136986302,4.845561643835617,14.276931506849316,5.345397260273971,14.049917808219176,2.2280821917808225,12.008109589041096,9.857945205479451,9.583671232876714,15.782301369863013,0.5220547945205475,11.267863013698632,10.011123287671232,13.415671232876713,17.800301369863014,10.860739726027397,7.979589041095891,6.858273972602738,9.841972602739725,15.843616438356165,13.822575342465752,10.563835616438357,10.803013698630137,17.76202739726028,8.951178082191781,11.049397260273974,10.260027397260274,10.416301369863014,9.090986301369863,9.20131506849315,10.307068493150686,8.869287671232877,9.285780821917808,10.342849315068493,10.410054794520548,5.583424657534247,10.743808219178081,18.4072602739726,9.400082191780822,10.70950684931507,13.068575342465754,15.58917808219178,13.933753424657533,5.251643835616439,10.871232876712332,9.747917808219178,3.0819452054794523,9.757369863013697,11.356493150684932,9.28950684931507,10.244876712328768,4.869671232876713,3.138958904109589,10.517013698630137,6.043808219178081,0.12465753424657441,1.472383561643836,12.387424657534247,10.883068493150684,5.872575342465753,16.921369863013698,10.30090410958904,2.4637808219178083,8.045945205479452
2000,6.092950819672131,10.805327868852459,14.953114754098362,15.809234972677622,5.851639344262296,10.554398907103824,16.23945355191257,17.58688524590164,14.28846994535519,10.344398907103825,10.68844262295082,16.26224043715847,10.154262295081967,8.934918032786886,11.15707650273224,11.093743169398907,10.200437158469944,17.067513661202184,9.498579234972677,12.54636612021858,7.349617486338798,10.002677595628416,11.120601092896175,10.946284153005465,9.989508196721312,11.65207650273224,12.172349726775956,9.300437158469945,13.962349726775955,8.385491803278688,11.165792349726775,1.1979781420765026,14.965300546448088,2.6568579234972676,9.29002732240437,5.372185792349726,11.1598087431694,9.814426229508197,7.571393442622951,9.60013661202186,11.079508196721312,19.03549180327869,9.767377049180327,10.207513661202185,9.00139344262295,6.215601092896175,1.952459016393442,6.3878142076502735,4.825109289617486,10.221639344262295,14.040901639344261,3.1515027322404374,9.314945355191258,9.813715846994535,10.4474043715847,9.256830601092895,10.944480874316941,4.888060109289618,11.108524590163935,11.022131147540984,14.547459016393443,8.157868852459018,12.659999999999998,9.194562841530054,11.060819672131148,7.709617486338797,12.492267759562841,11.682295081967213,7.067431693989071,19.239016393442622,10.576639344262295,9.223497267759564,4.220163934426229,13.143989071038254,10.160300546448088,5.62379781420765,14.368387978142076,5.944699453551913,14.450765027322403,3.0969398907103827,11.589153005464482,8.981885245901639,9.298688524590164,16.12571038251366,0.1745628415300549,11.287459016393443,9.535491803278688,13.427349726775956,17.844371584699452,10.540300546448087,7.584426229508196,6.911530054644809,10.535054644808742,15.60931693989071,13.95636612021858,10.080054644808744,10.428743169398908,17.480218579234975,9.501120218579235,10.083415300546447,10.466967213114755,10.720683060109291,9.800956284153004,9.760546448087432,10.458469945355192,9.178087431693989,9.867513661202187,10.35620218579235,10.433661202185792,6.157486338797815,10.769125683060109,18.05658469945355,10.130573770491804,9.914207650273223,12.153688524590164,15.66483606557377,14.17551912568306,5.743169398907104,10.918989071038252,10.432185792349728,3.756366120218579,10.155300546448087,11.023060109289618,9.821475409836067,10.363661202185794,5.302377049180328,2.8185519125683056,10.693551912568307,4.73827868852459,-0.01382513661202233,1.8131420765027322,11.982021857923497,10.638715846994536,6.140327868852459,16.84155737704918,10.650901639344262,2.2897540983606555,8.824617486338798
